0,10.15660007
1,10.13362133
2,9.921068052
3,10.11638728
4,9.765961603
5,10.39787677
6,10.15660007
7,10.32894057
8,9.737238186
9,8.806599492
10,8.375748245
11,7.801279915
12,7.766811816
13,6.790215655
14,6.232981376
15,5.871066328
16,5.692981146
17,5.043831934
18,5.03808725
19,5.474683181
20,5.428725714
21,5.474683181
22,6.698300723
23,8.875535692
24,10.68511093
25,12.27064352
26,13.16681411
27,14.25255926
28,15.82660248
29,15.89553868
30,16.32638993
31,17.48681595
32,16.79745396
33,17.45809254
34,17.31447545
35,17.90617783
36,18.07851833
37,18.37149718
38,20.11213622
39,19.65256155
40,19.47447637
41,18.80809311
42,18.69894413
43,19.86511484
44,20.0834128
45,19.62958282
46,19.43426359
47,19.89383825
48,20.54873215
49,20.4625619
50,19.28490182
51,18.44617806
52,17.94064593
53,17.75681607
54,16.87213484
55,16.31490056
56,11.39745166
57,14.98787872
58,13.24723968
59,12.23043074
60,11.00106851
61,10.07042982
62,8.944471891
63,8.69745051
64,7.623194733
65,6.916598688
66,6.376598458
67,6.669577306
68,6.370853775
69,6.060640877
70,6.106598343
71,6.508726174
72,6.698300723
73,8.237875846
74,8.295322679
75,7.990854464
76,5.491917231
77,4.641704103
78,5.296597999
79,5.980215311
80,5.417236348
81,5.147236233
82,4.440640188
83,3.785746292
84,3.48702276
85,4.02702299
86,3.52149086
87,3.59042706
88,2.780426715
89,2.539150017
90,2.205958386
91,1.792341188
92,1.418936774
93,1.315532475
94,0.95936211
95,0.729574779
96,0.614681113
97,0.396383147
98,0.281489481
99,0.224042649
100,0.109148983
101,0.080425566
102,0.028723416
103,0.0344681
104,0.01723405
105,0.011489367
